Top Level,Primary Level,Secondary Level,Full Title,ISSN,Unformatted ISSN,Product ID,Status,Change History
Health Sciences,Medicine and Dentistry,Hematology,Transfusion and Apheresis Science,0034-5288,14730502,00864,Active,Formerly known as Transfusion Science
Health Sciences,Medicine and Dentistry,Hematology,Transfusion Medicine Reviews,0034-5687,08877963,13325,Active,
Health Sciences,Medicine and Dentistry,Hematology,Transplantation and Cellular Therapy,0034-7094,26666367,13342,Active,
Health Sciences,Medicine and Dentistry,Hepatology,Annals of Hepatology,0034-7094,16652681,30153,Active,
Health Sciences,Medicine and Dentistry,Hepatology,Hepatobiliary & Pancreatic Diseases International,0035-3183,14993872,08757,Active,
Health Sciences,Medicine and Dentistry,Hepatology,Journal of Clinical and Experimental Hepatology,0035-9203,09736883,08758,Active,
Health Sciences,Medicine and Dentistry,Hepatology,Journal of Liver Transplantation,0035-9203,26669676,31046,Active,
Health Sciences,Medicine and Dentistry,Hepatology,"Laparoscopic, Endoscopic and Robotic Surgery",0036-5041,24689009,18385,Active,
Health Sciences,Medicine and Dentistry,Hepatology,Liver Research,0036-5041,25425684,18392,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Allergology International,0037-7856,13238930,18067,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Allergy Medicine,0037-7856,29499135,31831,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Annals of Anatomy - Anatomischer Anzeiger,0037-7856,09409602,10030,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Annals of the Rheumatic Diseases,0038-0121,00034967,32052,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Autoimmunity Reviews,0038-0121,15689972,05467,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Best Practice & Research Clinical Rheumatology,0038-0296,15216942,12671,Active,Formerly known as Baillière's Clinical Rheumatology
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",The Brazilian Journal of Infectious Diseases,0038-0717,14138670,15901,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Clinical Microbiology Newsletter,0038-0806,01964399,07624,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Current Opinion in Immunology,0038-092X,09527915,02223,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Diagnostic Microbiology and Infectious Disease,0038-1098,07328893,07639,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",The Egyptian Rheumatologist,0038-1098,11101164,08733,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",EMC - Aparato Locomotor,0038-1101,1286935X,09270,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Human Immunology,0038-1101,01988859,07660,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Immunity,0039-128X,10747613,07591,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Immunobiology,0039-128X,01712985,10026,Active,Formerly known as Zeitschrift für Immunitätsforschung: Immunobiology
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Immunology and Allergy Clinics of North America,0039-3592,08898561,13300,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Immunology Letters,0039-3592,01652478,05044,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Indian Journal of Medical Microbiology,0039-6028,02550857,31057,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",International Immunopharmacology,0039-6028,15675769,05576,Active,Incorporating Immunopharmacology and International Journal of Immunopharmacology
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",International Journal of Antimicrobial Agents,0039-6060,09248579,05047,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",International Journal of Infectious Diseases,0039-6109,12019712,04292,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Joint Bone Spine,0039-6257,1297319X,09089,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Journal of Autoimmunity,0040-1625,08968411,12665,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Journal of Cartilage & Joint Preservation,0040-1625,26672545,31137,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Journal of Clinical Virology,0040-1951,13866532,05021,Active,Formerly known as Clinical and Diagnostic Virology
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Journal of Hospital Infection,0040-1951,01956701,12637,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Journal of Infection,0040-4020,01634453,12631,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Journal of Infection and Chemotherapy,0040-4020,1341321X,18048,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology","Journal of Microbiology, Immunology and Infection",0040-4020,16841182,08709,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Journal of Allergy and Clinical Immunology: Global,0040-4039,27728293,31345,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",The Lancet Respiratory Medicine,0040-5809,22132600,17012,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",The Lancet Rheumatology,0040-5809,26659913,30154,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Molecular Immunology,0040-6031,01615890,00253,Active,Formerly known as Immunochemistry
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Osteoarthritis and Cartilage,0040-6090,10634584,12689,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Reumatología Clínica,0040-8166,1699258X,15708,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Reumatología Clínica (English Edition),0040-9383,21735743,15796,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Revista Colombiana de Reumatología,0041-008X,01218123,15826,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Revista Colombiana de Reumatología (English Edition),0041-008X,24444405,16430,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Revue Française d’Allergologie,0041-0101,18770320,09095,Active,Formerly known as Revue Française d'Allergologie et d'Immunologie Clinique
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Revue du Rhumatisme,0041-0101,11698330,09096,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Revue du Rhumatisme Monographies,0041-1345,18786227,16175,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Rheumatic Disease Clinics of North America,0041-1345,0889857X,13263,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Seminars in Immunology,0041-2678,10445323,12678,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Transplant Immunology,0041-2678,09663274,05560,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Travel Medicine and Infectious Disease,0041-2678,14778939,04052,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Tuberculosis,0041-3879,14729792,12723,Active,Formerly known as Tubercle and Lung Disease
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Vaccine,0041-3879,0264410X,03094,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",Vacunas (English Edition),0041-3879,24451460,16434,Active,
Health Sciences,Medicine and Dentistry,"Immunology, Allergology and Rheumatology",World Allergy Organization Journal,0041-3879,19394551,30081,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Acta Tropica,0042-207X,0001706X,05083,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,American Journal of Infection Control,0042-207X,01966553,13170,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Anaerobe,0042-6822,10759964,12695,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Animals and Zoonoses,0042-6989,29502489,31675,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Antiviral Research,0043-1648,01663542,05001,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Biosafety and Health,0044-328X,25900536,30040,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Clinical Epidemiology and Global Health,0044-4057,22133984,10150,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Clinical Infection in Practice,0044-5169,25901702,30084,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Clinical Microbiology and Infection,0044-5169,1198743X,18105,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Current Opinion in Microbiology,0044-5231,13695274,02224,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Current Opinion in Virology,0044-5231,18796257,08728,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Current Research in Parasitology and Vector-Borne Diseases,0044-5231,2667114X,31122,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Drug Resistance Updates,0044-5231,13687646,12758,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Enfermedades Infecciosas y Microbiología Clínica,0045-2068,0213005X,15722,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Enfermedades infecciosas y microbiologia clinica (English ed.),0045-2068,2529993X,16448,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Epidemics,0045-2068,17554365,08640,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Global Epidemiology,0045-7825,25901133,30067,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,IDCases,0045-7906,22142509,18023,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,IJID One Health,0045-7906,29499151,31586,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,IJID Regions,0045-7930,27727076,31324,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Indian Journal of Tuberculosis,0045-7930,00195707,18168,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,"Infection, Disease & Health",0045-7949,24680451,18324,Active,Formerly known as Healthcare Infection
Health Sciences,Medicine and Dentistry,Infectious Diseases,"Infection, Genetics and Evolution",0045-7949,15671348,05573,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Infection Prevention in Practice,0045-8732,25900889,30043,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Infectious Disease Clinics of North America,0045-9380,08915520,13224,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Infectious Diseases Now,0047-0740,26669919,09073,Active,Formerly known as Médecine et Maladies Infectieuses
Health Sciences,Medicine and Dentistry,Infectious Diseases,Infectious Medicine,0047-0740,2772431X,31244,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,International Journal of Hygiene and Environmental Health,0047-2352,14384639,10024,Active,Formerly known as Zentralblatt für Hygiene und Umweltmedizin
Health Sciences,Medicine and Dentistry,Infectious Diseases,International Journal of Medical Microbiology,0047-2484,14384221,10025,Active,Formerly known as Zentralblatt für Bakteriologie; Incorporating International Journal of Medical Microbiology Supplements
Health Sciences,Medicine and Dentistry,Infectious Diseases,International Journal for Parasitology,0047-259X,00207519,00353,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Journal of Biosafety and Biosecurity,0047-2727,25889338,18424,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Journal of Clinical Tuberculosis and Other Mycobacterial Diseases,0047-6374,24055794,18180,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Journal of Clinical Virology Plus,0047-6374,26670380,31080,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Journal of Global Antimicrobial Resistance,0047-7206,22137165,10167,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Journal of Infection and Public Health,0048-4059,18760341,05613,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Journal of Migration and Health,0048-4059,26666235,30396,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Journal of Virological Methods,0048-721X,01660934,05064,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,The Lancet Global Health,0048-7333,2214109X,17014,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,The Lancet HIV,0048-7333,23523018,17746,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,The Lancet Infectious Diseases,0048-7333,14733099,02290,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,The Lancet Microbe,0048-7333,26665247,30338,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Médecine et Maladies Infectieuses Formation,0048-9697,27727432,31339,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Medical Mycology Case Reports,0048-9697,22117539,08797,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Microbes and Infection,0049-0172,12864579,09047,Active,"Incorporating Annales de l'Institut Pasteur. Immunologie, Annales de l'Institut Pasteur. Virologie, Bulletin de l'Institut Pasteur, Research in Immunology and Research in Virology"
Health Sciences,Medicine and Dentistry,Infectious Diseases,Microbial Pathogenesis,0049-0172,08824010,12658,Active,
Health Sciences,Medicine and Dentistry,Infectious Diseases,Molecular and Cellular Probes,0049-0172,08908508,12664,Active,
